Year,StateTerritory,GeographicUnit,GeographicCode,GeographicAreaName,GeographicGroup,DemographicGroup,EstimatedResidentPopulation
2018-19,NSW,PHN,PHN110,Murrumbidgee,Regional,Females,122541
2018-19,NSW,PHN,PHN110,Murrumbidgee,Regional,Males,122152
2018-19,Vic,PHN,PHN201,North Western Melbourne,Metropolitan,0-14,333880
2018-19,Vic,PHN,PHN201,North Western Melbourne,Metropolitan,15-24,260801
2018-19,Vic,PHN,PHN201,North Western Melbourne,Metropolitan,25-44,645007
2018-19,Vic,PHN,PHN201,North Western Melbourne,Metropolitan,45-64,383169
2018-19,Vic,PHN,PHN201,North Western Melbourne,Metropolitan,65-79,150807
2018-19,Vic,PHN,PHN201,North Western Melbourne,Metropolitan,80+,53160
2018-19,Vic,PHN,PHN201,North Western Melbourne,Metropolitan,0-64,1622857
2018-19,Vic,PHN,PHN201,North Western Melbourne,Metropolitan,65+,203967
2018-19,Vic,PHN,PHN201,North Western Melbourne,Metropolitan,All persons,1826824
2018-19,Vic,PHN,PHN201,North Western Melbourne,Metropolitan,Females,917624
2018-19,Vic,PHN,PHN201,North Western Melbourne,Metropolitan,Males,909200
2018-19,Vic,PHN,PHN202,Eastern Melbourne,Metropolitan,0-14,281893
2018-19,Vic,PHN,PHN202,Eastern Melbourne,Metropolitan,15-24,218135
2018-19,Vic,PHN,PHN202,Eastern Melbourne,Metropolitan,25-44,430635
2018-19,Vic,PHN,PHN202,Eastern Melbourne,Metropolitan,45-64,379218
2018-19,Vic,PHN,PHN202,Eastern Melbourne,Metropolitan,65-79,176833
2018-19,Vic,PHN,PHN202,Eastern Melbourne,Metropolitan,80+,67553
2018-19,Vic,PHN,PHN202,Eastern Melbourne,Metropolitan,0-64,1309881
2018-19,Vic,PHN,PHN202,Eastern Melbourne,Metropolitan,65+,244386
2018-19,Vic,PHN,PHN202,Eastern Melbourne,Metropolitan,All persons,1554267
2018-19,Vic,PHN,PHN202,Eastern Melbourne,Metropolitan,Females,789135
2018-19,Vic,PHN,PHN202,Eastern Melbourne,Metropolitan,Males,765132
2018-19,Vic,PHN,PHN203,South Eastern Melbourne,Metropolitan,0-14,294207
2018-19,Vic,PHN,PHN203,South Eastern Melbourne,Metropolitan,15-24,200335
2018-19,Vic,PHN,PHN203,South Eastern Melbourne,Metropolitan,25-44,473703
2018-19,Vic,PHN,PHN203,South Eastern Melbourne,Metropolitan,45-64,378096
2018-19,Vic,PHN,PHN203,South Eastern Melbourne,Metropolitan,65-79,172498
2018-19,Vic,PHN,PHN203,South Eastern Melbourne,Metropolitan,80+,63419
2018-19,Vic,PHN,PHN203,South Eastern Melbourne,Metropolitan,0-64,1346341
2018-19,Vic,PHN,PHN203,South Eastern Melbourne,Metropolitan,65+,235917
2018-19,Vic,PHN,PHN203,South Eastern Melbourne,Metropolitan,All persons,1582258
2018-19,Vic,PHN,PHN203,South Eastern Melbourne,Metropolitan,Females,801341
2018-19,Vic,PHN,PHN203,South Eastern Melbourne,Metropolitan,Males,780917
2018-19,Vic,PHN,PHN204,Gippsland,Regional,0-14,50932
2018-19,Vic,PHN,PHN204,Gippsland,Regional,15-24,30453
2018-19,Vic,PHN,PHN204,Gippsland,Regional,25-44,61277
2018-19,Vic,PHN,PHN204,Gippsland,Regional,45-64,77048
2018-19,Vic,PHN,PHN204,Gippsland,Regional,65-79,48731
2018-19,Vic,PHN,PHN204,Gippsland,Regional,80+,14598
2018-19,Vic,PHN,PHN204,Gippsland,Regional,0-64,219710
2018-19,Vic,PHN,PHN204,Gippsland,Regional,65+,63329
2018-19,Vic,PHN,PHN204,Gippsland,Regional,All persons,283039
2018-19,Vic,PHN,PHN204,Gippsland,Regional,Females,143050
2018-19,Vic,PHN,PHN204,Gippsland,Regional,Males,139989
2018-19,Vic/NSW,PHN,PHN205,Murray,Regional,0-14,115616
2018-19,Vic/NSW,PHN,PHN205,Murray,Regional,15-24,73883
2018-19,Vic/NSW,PHN,PHN205,Murray,Regional,25-44,140859
2018-19,Vic/NSW,PHN,PHN205,Murray,Regional,45-64,162892
2018-19,Vic/NSW,PHN,PHN205,Murray,Regional,65-79,92595
2018-19,Vic/NSW,PHN,PHN205,Murray,Regional,80+,31383
2018-19,Vic/NSW,PHN,PHN205,Murray,Regional,0-64,493250
2018-19,Vic/NSW,PHN,PHN205,Murray,Regional,65+,123978
2018-19,Vic/NSW,PHN,PHN205,Murray,Regional,All persons,617228
2018-19,Vic/NSW,PHN,PHN205,Murray,Regional,Females,310917
2018-19,Vic/NSW,PHN,PHN205,Murray,Regional,Males,306311
2018-19,Vic,PHN,PHN206,Western Victoria,Regional,0-14,120058
2018-19,Vic,PHN,PHN206,Western Victoria,Regional,15-24,80052
2018-19,Vic,PHN,PHN206,Western Victoria,Regional,25-44,154605
2018-19,Vic,PHN,PHN206,Western Victoria,Regional,45-64,169614
2018-19,Vic,PHN,PHN206,Western Victoria,Regional,65-79,93907
2018-19,Vic,PHN,PHN206,Western Victoria,Regional,80+,32541
2018-19,Vic,PHN,PHN206,Western Victoria,Regional,0-64,524329
2018-19,Vic,PHN,PHN206,Western Victoria,Regional,65+,126448
2018-19,Vic,PHN,PHN206,Western Victoria,Regional,All persons,650777
2018-19,Vic,PHN,PHN206,Western Victoria,Regional,Females,329216
2018-19,Vic,PHN,PHN206,Western Victoria,Regional,Males,321561
2018-19,Qld,PHN,PHN301,Brisbane North,Metropolitan,0-14,190337
2018-19,Qld,PHN,PHN301,Brisbane North,Metropolitan,15-24,145004
2018-19,Qld,PHN,PHN301,Brisbane North,Metropolitan,25-44,302434
2018-19,Qld,PHN,PHN301,Brisbane North,Metropolitan,45-64,240809
2018-19,Qld,PHN,PHN301,Brisbane North,Metropolitan,65-79,110738
2018-19,Qld,PHN,PHN301,Brisbane North,Metropolitan,80+,35248
2018-19,Qld,PHN,PHN301,Brisbane North,Metropolitan,0-64,878584
2018-19,Qld,PHN,PHN301,Brisbane North,Metropolitan,65+,145986
2018-19,Qld,PHN,PHN301,Brisbane North,Metropolitan,All persons,1024570
2018-19,Qld,PHN,PHN301,Brisbane North,Metropolitan,Females,519710
2018-19,Qld,PHN,PHN301,Brisbane North,Metropolitan,Males,504860
2018-19,Qld,PHN,PHN302,Brisbane South,Metropolitan,0-14,231143
2018-19,Qld,PHN,PHN302,Brisbane South,Metropolitan,15-24,161896
2018-19,Qld,PHN,PHN302,Brisbane South,Metropolitan,25-44,346095
2018-19,Qld,PHN,PHN302,Brisbane South,Metropolitan,45-64,272764
2018-19,Qld,PHN,PHN302,Brisbane South,Metropolitan,65-79,115916
2018-19,Qld,PHN,PHN302,Brisbane South,Metropolitan,80+,35690
2018-19,Qld,PHN,PHN302,Brisbane South,Metropolitan,0-64,1011898
2018-19,Qld,PHN,PHN302,Brisbane South,Metropolitan,65+,151606
2018-19,Qld,PHN,PHN302,Brisbane South,Metropolitan,All persons,1163504
2018-19,Qld,PHN,PHN302,Brisbane South,Metropolitan,Females,587827
2018-19,Qld,PHN,PHN302,Brisbane South,Metropolitan,Males,575677
2018-19,Qld,PHN,PHN303,Gold Coast,Metropolitan,0-14,113986
2018-19,Qld,PHN,PHN303,Gold Coast,Metropolitan,15-24,80807
2018-19,Qld,PHN,PHN303,Gold Coast,Metropolitan,25-44,171113
2018-19,Qld,PHN,PHN303,Gold Coast,Metropolitan,45-64,154260
2018-19,Qld,PHN,PHN303,Gold Coast,Metropolitan,65-79,77252
2018-19,Qld,PHN,PHN303,Gold Coast,Metropolitan,80+,24511
2018-19,Qld,PHN,PHN303,Gold Coast,Metropolitan,0-64,520166
2018-19,Qld,PHN,PHN303,Gold Coast,Metropolitan,65+,101763
2018-19,Qld,PHN,PHN303,Gold Coast,Metropolitan,All persons,621929
2018-19,Qld,PHN,PHN303,Gold Coast,Metropolitan,Females,318684
2018-19,Qld,PHN,PHN303,Gold Coast,Metropolitan,Males,303245
2018-19,Qld,PHN,PHN304,Darling Downs and West Moreton,Regional,0-14,125172
2018-19,Qld,PHN,PHN304,Darling Downs and West Moreton,Regional,15-24,74533
2018-19,Qld,PHN,PHN304,Darling Downs and West Moreton,Regional,25-44,148378
2018-19,Qld,PHN,PHN304,Darling Downs and West Moreton,Regional,45-64,139225
2018-19,Qld,PHN,PHN304,Darling Downs and West Moreton,Regional,65-79,69643
2018-19,Qld,PHN,PHN304,Darling Downs and West Moreton,Regional,80+,20902
2018-19,Qld,PHN,PHN304,Darling Downs and West Moreton,Regional,0-64,487308
2018-19,Qld,PHN,PHN304,Darling Downs and West Moreton,Regional,65+,90545
2018-19,Qld,PHN,PHN304,Darling Downs and West Moreton,Regional,All persons,577853
2018-19,Qld,PHN,PHN304,Darling Downs and West Moreton,Regional,Females,291008
2018-19,Qld,PHN,PHN304,Darling Downs and West Moreton,Regional,Males,286845
2018-19,Qld,PHN,PHN305,Western Queensland,Regional,0-14,14177
2018-19,Qld,PHN,PHN305,Western Queensland,Regional,15-24,7026
2018-19,Qld,PHN,PHN305,Western Queensland,Regional,25-44,17602
2018-19,Qld,PHN,PHN305,Western Queensland,Regional,45-64,15804
2018-19,Qld,PHN,PHN305,Western Queensland,Regional,65-79,6179
2018-19,Qld,PHN,PHN305,Western Queensland,Regional,80+,1612
2018-19,Qld,PHN,PHN305,Western Queensland,Regional,0-64,54609
2018-19,Qld,PHN,PHN305,Western Queensland,Regional,65+,7791
2018-19,Qld,PHN,PHN305,Western Queensland,Regional,All persons,62400
2018-19,Qld,PHN,PHN305,Western Queensland,Regional,Females,30226
2018-19,Qld,PHN,PHN305,Western Queensland,Regional,Males,32174
2018-19,Qld,PHN,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",Regional,0-14,162709
2018-19,Qld,PHN,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",Regional,15-24,98096
2018-19,Qld,PHN,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",Regional,25-44,195709
2018-19,Qld,PHN,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",Regional,45-64,232442
2018-19,Qld,PHN,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",Regional,65-79,133653
2018-19,Qld,PHN,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",Regional,80+,40283
2018-19,Qld,PHN,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",Regional,0-64,688956
2018-19,Qld,PHN,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",Regional,65+,173936
2018-19,Qld,PHN,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",Regional,All persons,862892
2018-19,Qld,PHN,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",Regional,Females,437062
2018-19,Qld,PHN,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",Regional,Males,425830
2018-19,Qld,PHN,PHN307,Northern Queensland,Regional,0-14,142850
2018-19,Qld,PHN,PHN307,Northern Queensland,Regional,15-24,89268
2018-19,Qld,PHN,PHN307,Northern Queensland,Regional,25-44,187193
2018-19,Qld,PHN,PHN307,Northern Queensland,Regional,45-64,180236
2018-19,Qld,PHN,PHN307,Northern Queensland,Regional,65-79,77816
2018-19,Qld,PHN,PHN307,Northern Queensland,Regional,80+,20705
2018-19,Qld,PHN,PHN307,Northern Queensland,Regional,0-64,599547
2018-19,Qld,PHN,PHN307,Northern Queensland,Regional,65+,98521
2018-19,Qld,PHN,PHN307,Northern Queensland,Regional,All persons,698068
2018-19,Qld,PHN,PHN307,Northern Queensland,Regional,Females,346291
2018-19,Qld,PHN,PHN307,Northern Queensland,Regional,Males,351777
2018-19,SA,PHN,PHN401,Adelaide,Metropolitan,0-14,216108
2018-19,SA,PHN,PHN401,Adelaide,Metropolitan,15-24,162037
2018-19,SA,PHN,PHN401,Adelaide,Metropolitan,25-44,337378
2018-19,SA,PHN,PHN401,Adelaide,Metropolitan,45-64,305027
2018-19,SA,PHN,PHN401,Adelaide,Metropolitan,65-79,153705
2018-19,SA,PHN,PHN401,Adelaide,Metropolitan,80+,60227
2018-19,SA,PHN,PHN401,Adelaide,Metropolitan,0-64,1020550
2018-19,SA,PHN,PHN401,Adelaide,Metropolitan,65+,213932
2018-19,SA,PHN,PHN401,Adelaide,Metropolitan,All persons,1234482
2018-19,SA,PHN,PHN401,Adelaide,Metropolitan,Females,628013
2018-19,SA,PHN,PHN401,Adelaide,Metropolitan,Males,606469
2018-19,SA,PHN,PHN402,Country SA,Regional,0-14,90890
2018-19,SA,PHN,PHN402,Country SA,Regional,15-24,56362
2018-19,SA,PHN,PHN402,Country SA,Regional,25-44,108943
2018-19,SA,PHN,PHN402,Country SA,Regional,45-64,140114
2018-19,SA,PHN,PHN402,Country SA,Regional,65-79,80616
2018-19,SA,PHN,PHN402,Country SA,Regional,80+,25015
2018-19,SA,PHN,PHN402,Country SA,Regional,0-64,396309
2018-19,SA,PHN,PHN402,Country SA,Regional,65+,105631
2018-19,SA,PHN,PHN402,Country SA,Regional,All persons,501940
2018-19,SA,PHN,PHN402,Country SA,Regional,Females,250525
2018-19,SA,PHN,PHN402,Country SA,Regional,Males,251415
2018-19,WA,PHN,PHN501,Perth North,Metropolitan,0-14,203463
2018-19,WA,PHN,PHN501,Perth North,Metropolitan,15-24,136171
2018-19,WA,PHN,PHN501,Perth North,Metropolitan,25-44,318459
2018-19,WA,PHN,PHN501,Perth North,Metropolitan,45-64,262198
2018-19,WA,PHN,PHN501,Perth North,Metropolitan,65-79,113433
2018-19,WA,PHN,PHN501,Perth North,Metropolitan,80+,37323
2018-19,WA,PHN,PHN501,Perth North,Metropolitan,0-64,920291
2018-19,WA,PHN,PHN501,Perth North,Metropolitan,65+,150756
2018-19,WA,PHN,PHN501,Perth North,Metropolitan,All persons,1071047
2018-19,WA,PHN,PHN501,Perth North,Metropolitan,Females,539382
2018-19,WA,PHN,PHN501,Perth North,Metropolitan,Males,531665
2018-19,WA,PHN,PHN502,Perth South,Metropolitan,0-14,195115
2018-19,WA,PHN,PHN502,Perth South,Metropolitan,15-24,129167
2018-19,WA,PHN,PHN502,Perth South,Metropolitan,25-44,292589
2018-19,WA,PHN,PHN502,Perth South,Metropolitan,45-64,235049
2018-19,WA,PHN,PHN502,Perth South,Metropolitan,65-79,107763
2018-19,WA,PHN,PHN502,Perth South,Metropolitan,80+,36129
2018-19,WA,PHN,PHN502,Perth South,Metropolitan,0-64,851920
2018-19,WA,PHN,PHN502,Perth South,Metropolitan,65+,143892
2018-19,WA,PHN,PHN502,Perth South,Metropolitan,All persons,995812
2018-19,WA,PHN,PHN502,Perth South,Metropolitan,Females,499383
2018-19,WA,PHN,PHN502,Perth South,Metropolitan,Males,496429
2018-19,WA,PHN,PHN503,Country WA,Regional,0-14,109103
2018-19,WA,PHN,PHN503,Country WA,Regional,15-24,56321
2018-19,WA,PHN,PHN503,Country WA,Regional,25-44,142117
2018-19,WA,PHN,PHN503,Country WA,Regional,45-64,143393
2018-19,WA,PHN,PHN503,Country WA,Regional,65-79,63198
2018-19,WA,PHN,PHN503,Country WA,Regional,80+,16667
2018-19,WA,PHN,PHN503,Country WA,Regional,0-64,450934
2018-19,WA,PHN,PHN503,Country WA,Regional,65+,79865
2018-19,WA,PHN,PHN503,Country WA,Regional,All persons,530799
2018-19,WA,PHN,PHN503,Country WA,Regional,Females,259736
2018-19,WA,PHN,PHN503,Country WA,Regional,Males,271063
2018-19,Tas,PHN,PHN601,Tasmania,Regional,0-14,93711
2018-19,Tas,PHN,PHN601,Tasmania,Regional,15-24,63405
2018-19,Tas,PHN,PHN601,Tasmania,Regional,25-44,123995
2018-19,Tas,PHN,PHN601,Tasmania,Regional,45-64,143062
2018-19,Tas,PHN,PHN601,Tasmania,Regional,65-79,79489
2018-19,Tas,PHN,PHN601,Tasmania,Regional,80+,24539
2018-19,Tas,PHN,PHN601,Tasmania,Regional,0-64,424173
2018-19,Tas,PHN,PHN601,Tasmania,Regional,65+,104028
2018-19,Tas,PHN,PHN601,Tasmania,Regional,All persons,528201
2018-19,Tas,PHN,PHN601,Tasmania,Regional,Females,266767
2018-19,Tas,PHN,PHN601,Tasmania,Regional,Males,261434
2018-19,NT,PHN,PHN701,Northern Territory,Regional,0-14,53513
2018-19,NT,PHN,PHN701,Northern Territory,Regional,15-24,32429
2018-19,NT,PHN,PHN701,Northern Territory,Regional,25-44,84906
2018-19,NT,PHN,PHN701,Northern Territory,Regional,45-64,57719
2018-19,NT,PHN,PHN701,Northern Territory,Regional,65-79,16230
2018-19,NT,PHN,PHN701,Northern Territory,Regional,80+,2530
2018-19,NT,PHN,PHN701,Northern Territory,Regional,0-64,228567
2018-19,NT,PHN,PHN701,Northern Territory,Regional,65+,18760
2018-19,NT,PHN,PHN701,Northern Territory,Regional,All persons,247327
2018-19,NT,PHN,PHN701,Northern Territory,Regional,Females,119091
2018-19,NT,PHN,PHN701,Northern Territory,Regional,Males,128236
2018-19,ACT,PHN,PHN801,Australian Capital Territory,Metropolitan,0-14,80248
2018-19,ACT,PHN,PHN801,Australian Capital Territory,Metropolitan,15-24,59547
2018-19,ACT,PHN,PHN801,Australian Capital Territory,Metropolitan,25-44,132018
2018-19,ACT,PHN,PHN801,Australian Capital Territory,Metropolitan,45-64,95502
2018-19,ACT,PHN,PHN801,Australian Capital Territory,Metropolitan,65-79,41009
2018-19,ACT,PHN,PHN801,Australian Capital Territory,Metropolitan,80+,12636
2018-19,ACT,PHN,PHN801,Australian Capital Territory,Metropolitan,0-64,367315
2018-19,ACT,PHN,PHN801,Australian Capital Territory,Metropolitan,65+,53645
2018-19,ACT,PHN,PHN801,Australian Capital Territory,Metropolitan,All persons,420960
2018-19,ACT,PHN,PHN801,Australian Capital Territory,Metropolitan,Females,212640
2018-19,ACT,PHN,PHN801,Australian Capital Territory,Metropolitan,Males,208320
