Year,StateTerritory,GeographicUnit,GeographicCode,GeographicAreaName,GeographicGroup,DemographicGroup,EstimatedResidentPopulation
2014-15,ACT,PHN,PHN801,Australian Capital Territory,Metropolitan,15-24,57407
2014-15,ACT,PHN,PHN801,Australian Capital Territory,Metropolitan,25-44,123801
2014-15,ACT,PHN,PHN801,Australian Capital Territory,Metropolitan,45-64,90053
2014-15,ACT,PHN,PHN801,Australian Capital Territory,Metropolitan,65-79,34541
2014-15,ACT,PHN,PHN801,Australian Capital Territory,Metropolitan,80+,10910
2014-15,ACT,PHN,PHN801,Australian Capital Territory,Metropolitan,0-64,343348
2014-15,ACT,PHN,PHN801,Australian Capital Territory,Metropolitan,65+,45451
2014-15,ACT,PHN,PHN801,Australian Capital Territory,Metropolitan,All persons,388799
2014-15,ACT,PHN,PHN801,Australian Capital Territory,Metropolitan,Females,195886
2014-15,ACT,PHN,PHN801,Australian Capital Territory,Metropolitan,Males,192913
2015-16,NAT,NAT,001NAT,National,National,0-14,4499517
2015-16,NAT,NAT,001NAT,National,National,15-24,3146135
2015-16,NAT,NAT,001NAT,National,National,25-44,6766485
2015-16,NAT,NAT,001NAT,National,National,45-64,5849554
2015-16,NAT,NAT,001NAT,National,National,65-79,2637222
2015-16,NAT,NAT,001NAT,National,National,80+,917082
2015-16,NAT,NAT,001NAT,National,National,0-64,20261691
2015-16,NAT,NAT,001NAT,National,National,65+,3554304
2015-16,NAT,NAT,001NAT,National,National,All persons,23815995
2015-16,NAT,NAT,001NAT,National,National,Females,11988343
2015-16,NAT,NAT,001NAT,National,National,Males,11827652
2015-16,,PHN,003MET,Metropolitan,Metropolitan,0-14,2887804
2015-16,,PHN,003MET,Metropolitan,Metropolitan,15-24,2128416
2015-16,,PHN,003MET,Metropolitan,Metropolitan,25-44,4730767
2015-16,,PHN,003MET,Metropolitan,Metropolitan,45-64,3657443
2015-16,,PHN,003MET,Metropolitan,Metropolitan,65-79,1545392
2015-16,,PHN,003MET,Metropolitan,Metropolitan,80+,553529
2015-16,,PHN,003MET,Metropolitan,Metropolitan,0-64,13404430
2015-16,,PHN,003MET,Metropolitan,Metropolitan,65+,2098921
2015-16,,PHN,003MET,Metropolitan,Metropolitan,All persons,15503351
2015-16,,PHN,003MET,Metropolitan,Metropolitan,Females,7821810
2015-16,,PHN,003MET,Metropolitan,Metropolitan,Males,7681541
2015-16,,PHN,003REG,Regional,Regional,0-14,1611713
2015-16,,PHN,003REG,Regional,Regional,15-24,1017719
2015-16,,PHN,003REG,Regional,Regional,25-44,2035718
2015-16,,PHN,003REG,Regional,Regional,45-64,2192111
2015-16,,PHN,003REG,Regional,Regional,65-79,1091830
2015-16,,PHN,003REG,Regional,Regional,80+,363553
2015-16,,PHN,003REG,Regional,Regional,0-64,6857261
2015-16,,PHN,003REG,Regional,Regional,65+,1455383
2015-16,,PHN,003REG,Regional,Regional,All persons,8312644
2015-16,,PHN,003REG,Regional,Regional,Females,4166533
2015-16,,PHN,003REG,Regional,Regional,Males,4146111
2015-16,NSW,PHN,PHN101,Central and Eastern Sydney,Metropolitan,0-14,238198
2015-16,NSW,PHN,PHN101,Central and Eastern Sydney,Metropolitan,15-24,209522
2015-16,NSW,PHN,PHN101,Central and Eastern Sydney,Metropolitan,25-44,542291
2015-16,NSW,PHN,PHN101,Central and Eastern Sydney,Metropolitan,45-64,344291
2015-16,NSW,PHN,PHN101,Central and Eastern Sydney,Metropolitan,65-79,145722
2015-16,NSW,PHN,PHN101,Central and Eastern Sydney,Metropolitan,80+,58133
2015-16,NSW,PHN,PHN101,Central and Eastern Sydney,Metropolitan,0-64,1334302
2015-16,NSW,PHN,PHN101,Central and Eastern Sydney,Metropolitan,65+,203855
2015-16,NSW,PHN,PHN101,Central and Eastern Sydney,Metropolitan,All persons,1538157
2015-16,NSW,PHN,PHN101,Central and Eastern Sydney,Metropolitan,Females,772204
2015-16,NSW,PHN,PHN101,Central and Eastern Sydney,Metropolitan,Males,765953
2015-16,NSW,PHN,PHN102,Northern Sydney,Metropolitan,0-14,166810
2015-16,NSW,PHN,PHN102,Northern Sydney,Metropolitan,15-24,106964
2015-16,NSW,PHN,PHN102,Northern Sydney,Metropolitan,25-44,261942
2015-16,NSW,PHN,PHN102,Northern Sydney,Metropolitan,45-64,223313
2015-16,NSW,PHN,PHN102,Northern Sydney,Metropolitan,65-79,98180
2015-16,NSW,PHN,PHN102,Northern Sydney,Metropolitan,80+,41205
2015-16,NSW,PHN,PHN102,Northern Sydney,Metropolitan,0-64,759029
2015-16,NSW,PHN,PHN102,Northern Sydney,Metropolitan,65+,139385
2015-16,NSW,PHN,PHN102,Northern Sydney,Metropolitan,All persons,898414
2015-16,NSW,PHN,PHN102,Northern Sydney,Metropolitan,Females,459827
2015-16,NSW,PHN,PHN102,Northern Sydney,Metropolitan,Males,438587
2015-16,NSW,PHN,PHN103,Western Sydney,Metropolitan,0-14,195163
2015-16,NSW,PHN,PHN103,Western Sydney,Metropolitan,15-24,126167
2015-16,NSW,PHN,PHN103,Western Sydney,Metropolitan,25-44,296234
2015-16,NSW,PHN,PHN103,Western Sydney,Metropolitan,45-64,205187
2015-16,NSW,PHN,PHN103,Western Sydney,Metropolitan,65-79,78691
2015-16,NSW,PHN,PHN103,Western Sydney,Metropolitan,80+,23704
2015-16,NSW,PHN,PHN103,Western Sydney,Metropolitan,0-64,822751
2015-16,NSW,PHN,PHN103,Western Sydney,Metropolitan,65+,102395
2015-16,NSW,PHN,PHN103,Western Sydney,Metropolitan,All persons,925146
2015-16,NSW,PHN,PHN103,Western Sydney,Metropolitan,Females,458387
2015-16,NSW,PHN,PHN103,Western Sydney,Metropolitan,Males,466759
2015-16,NSW,PHN,PHN104,Nepean Blue Mountains,Metropolitan,0-14,74348
2015-16,NSW,PHN,PHN104,Nepean Blue Mountains,Metropolitan,15-24,49340
2015-16,NSW,PHN,PHN104,Nepean Blue Mountains,Metropolitan,25-44,98350
2015-16,NSW,PHN,PHN104,Nepean Blue Mountains,Metropolitan,45-64,92552
2015-16,NSW,PHN,PHN104,Nepean Blue Mountains,Metropolitan,65-79,38586
2015-16,NSW,PHN,PHN104,Nepean Blue Mountains,Metropolitan,80+,10698
2015-16,NSW,PHN,PHN104,Nepean Blue Mountains,Metropolitan,0-64,314590
2015-16,NSW,PHN,PHN104,Nepean Blue Mountains,Metropolitan,65+,49284
2015-16,NSW,PHN,PHN104,Nepean Blue Mountains,Metropolitan,All persons,363874
2015-16,NSW,PHN,PHN104,Nepean Blue Mountains,Metropolitan,Females,183363
2015-16,NSW,PHN,PHN104,Nepean Blue Mountains,Metropolitan,Males,180511
2015-16,NSW,PHN,PHN105,South Western Sydney,Metropolitan,0-14,201803
2015-16,NSW,PHN,PHN105,South Western Sydney,Metropolitan,15-24,135088
2015-16,NSW,PHN,PHN105,South Western Sydney,Metropolitan,25-44,260615
2015-16,NSW,PHN,PHN105,South Western Sydney,Metropolitan,45-64,225852
2015-16,NSW,PHN,PHN105,South Western Sydney,Metropolitan,65-79,88815
2015-16,NSW,PHN,PHN105,South Western Sydney,Metropolitan,80+,29077
2015-16,NSW,PHN,PHN105,South Western Sydney,Metropolitan,0-64,823358
2015-16,NSW,PHN,PHN105,South Western Sydney,Metropolitan,65+,117892
2015-16,NSW,PHN,PHN105,South Western Sydney,Metropolitan,All persons,941250
2015-16,NSW,PHN,PHN105,South Western Sydney,Metropolitan,Females,474188
2015-16,NSW,PHN,PHN105,South Western Sydney,Metropolitan,Males,467062
2015-16,NSW,PHN,PHN106,South Eastern NSW,Regional,0-14,109658
2015-16,NSW,PHN,PHN106,South Eastern NSW,Regional,15-24,75147
2015-16,NSW,PHN,PHN106,South Eastern NSW,Regional,25-44,142844
2015-16,NSW,PHN,PHN106,South Eastern NSW,Regional,45-64,160935
2015-16,NSW,PHN,PHN106,South Eastern NSW,Regional,65-79,85582
2015-16,NSW,PHN,PHN106,South Eastern NSW,Regional,80+,29457
2015-16,NSW,PHN,PHN106,South Eastern NSW,Regional,0-64,488584
2015-16,NSW,PHN,PHN106,South Eastern NSW,Regional,65+,115039
2015-16,NSW,PHN,PHN106,South Eastern NSW,Regional,All persons,603623
2015-16,NSW,PHN,PHN106,South Eastern NSW,Regional,Females,303333
2015-16,NSW,PHN,PHN106,South Eastern NSW,Regional,Males,300290
2015-16,NSW,PHN,PHN107,Western NSW,Regional,0-14,62982
2015-16,NSW,PHN,PHN107,Western NSW,Regional,15-24,37884
2015-16,NSW,PHN,PHN107,Western NSW,Regional,25-44,71718
2015-16,NSW,PHN,PHN107,Western NSW,Regional,45-64,78445
2015-16,NSW,PHN,PHN107,Western NSW,Regional,65-79,40727
2015-16,NSW,PHN,PHN107,Western NSW,Regional,80+,14123
2015-16,NSW,PHN,PHN107,Western NSW,Regional,0-64,251029
2015-16,NSW,PHN,PHN107,Western NSW,Regional,65+,54850
2015-16,NSW,PHN,PHN107,Western NSW,Regional,All persons,305879
2015-16,NSW,PHN,PHN107,Western NSW,Regional,Females,153070
2015-16,NSW,PHN,PHN107,Western NSW,Regional,Males,152809
2015-16,NSW,PHN,PHN108,Hunter New England and Central Coast,Regional,0-14,235110
2015-16,NSW,PHN,PHN108,Hunter New England and Central Coast,Regional,15-24,154617
2015-16,NSW,PHN,PHN108,Hunter New England and Central Coast,Regional,25-44,296890
2015-16,NSW,PHN,PHN108,Hunter New England and Central Coast,Regional,45-64,316797
2015-16,NSW,PHN,PHN108,Hunter New England and Central Coast,Regional,65-79,170833
2015-16,NSW,PHN,PHN108,Hunter New England and Central Coast,Regional,80+,62589
2015-16,NSW,PHN,PHN108,Hunter New England and Central Coast,Regional,0-64,1003414
2015-16,NSW,PHN,PHN108,Hunter New England and Central Coast,Regional,65+,233422
2015-16,NSW,PHN,PHN108,Hunter New England and Central Coast,Regional,All persons,1236836
2015-16,NSW,PHN,PHN108,Hunter New England and Central Coast,Regional,Females,627425
2015-16,NSW,PHN,PHN108,Hunter New England and Central Coast,Regional,Males,609411
2015-16,NSW,PHN,PHN109,North Coast,Regional,0-14,90721
2015-16,NSW,PHN,PHN109,North Coast,Regional,15-24,54170
2015-16,NSW,PHN,PHN109,North Coast,Regional,25-44,106304
2015-16,NSW,PHN,PHN109,North Coast,Regional,45-64,145650
2015-16,NSW,PHN,PHN109,North Coast,Regional,65-79,82605
2015-16,NSW,PHN,PHN109,North Coast,Regional,80+,31088
2015-16,NSW,PHN,PHN109,North Coast,Regional,0-64,396845
2015-16,NSW,PHN,PHN109,North Coast,Regional,65+,113693
2015-16,NSW,PHN,PHN109,North Coast,Regional,All persons,510538
2015-16,NSW,PHN,PHN109,North Coast,Regional,Females,260909
2015-16,NSW,PHN,PHN109,North Coast,Regional,Males,249629
2015-16,NSW,PHN,PHN110,Murrumbidgee,Regional,0-14,48394
2015-16,NSW,PHN,PHN110,Murrumbidgee,Regional,15-24,29985
2015-16,NSW,PHN,PHN110,Murrumbidgee,Regional,25-44,55165
2015-16,NSW,PHN,PHN110,Murrumbidgee,Regional,45-64,62119
2015-16,NSW,PHN,PHN110,Murrumbidgee,Regional,65-79,33512
2015-16,NSW,PHN,PHN110,Murrumbidgee,Regional,80+,12157
2015-16,NSW,PHN,PHN110,Murrumbidgee,Regional,0-64,195663
2015-16,NSW,PHN,PHN110,Murrumbidgee,Regional,65+,45669
2015-16,NSW,PHN,PHN110,Murrumbidgee,Regional,All persons,241332
2015-16,NSW,PHN,PHN110,Murrumbidgee,Regional,Females,120551
2015-16,NSW,PHN,PHN110,Murrumbidgee,Regional,Males,120781
2015-16,Vic,PHN,PHN201,North Western Melbourne,Metropolitan,0-14,299462
2015-16,Vic,PHN,PHN201,North Western Melbourne,Metropolitan,15-24,238466
2015-16,Vic,PHN,PHN201,North Western Melbourne,Metropolitan,25-44,570822
2015-16,Vic,PHN,PHN201,North Western Melbourne,Metropolitan,45-64,350963
2015-16,Vic,PHN,PHN201,North Western Melbourne,Metropolitan,65-79,133315
2015-16,Vic,PHN,PHN201,North Western Melbourne,Metropolitan,80+,48089
2015-16,Vic,PHN,PHN201,North Western Melbourne,Metropolitan,0-64,1459713
2015-16,Vic,PHN,PHN201,North Western Melbourne,Metropolitan,65+,181404
2015-16,Vic,PHN,PHN201,North Western Melbourne,Metropolitan,All persons,1641117
2015-16,Vic,PHN,PHN201,North Western Melbourne,Metropolitan,Females,826024
2015-16,Vic,PHN,PHN201,North Western Melbourne,Metropolitan,Males,815093
2015-16,Vic,PHN,PHN202,Eastern Melbourne,Metropolitan,0-14,267973
2015-16,Vic,PHN,PHN202,Eastern Melbourne,Metropolitan,15-24,205445
2015-16,Vic,PHN,PHN202,Eastern Melbourne,Metropolitan,25-44,408068
2015-16,Vic,PHN,PHN202,Eastern Melbourne,Metropolitan,45-64,366779
2015-16,Vic,PHN,PHN202,Eastern Melbourne,Metropolitan,65-79,164679
2015-16,Vic,PHN,PHN202,Eastern Melbourne,Metropolitan,80+,61527
2015-16,Vic,PHN,PHN202,Eastern Melbourne,Metropolitan,0-64,1248265
2015-16,Vic,PHN,PHN202,Eastern Melbourne,Metropolitan,65+,226206
2015-16,Vic,PHN,PHN202,Eastern Melbourne,Metropolitan,All persons,1474471
2015-16,Vic,PHN,PHN202,Eastern Melbourne,Metropolitan,Females,750049
2015-16,Vic,PHN,PHN202,Eastern Melbourne,Metropolitan,Males,724422
2015-16,Vic,PHN,PHN203,South Eastern Melbourne,Metropolitan,0-14,273079
2015-16,Vic,PHN,PHN203,South Eastern Melbourne,Metropolitan,15-24,187489
2015-16,Vic,PHN,PHN203,South Eastern Melbourne,Metropolitan,25-44,442509
2015-16,Vic,PHN,PHN203,South Eastern Melbourne,Metropolitan,45-64,353574
2015-16,Vic,PHN,PHN203,South Eastern Melbourne,Metropolitan,65-79,155397
2015-16,Vic,PHN,PHN203,South Eastern Melbourne,Metropolitan,80+,58376
2015-16,Vic,PHN,PHN203,South Eastern Melbourne,Metropolitan,0-64,1256651
2015-16,Vic,PHN,PHN203,South Eastern Melbourne,Metropolitan,65+,213773
2015-16,Vic,PHN,PHN203,South Eastern Melbourne,Metropolitan,All persons,1470424
2015-16,Vic,PHN,PHN203,South Eastern Melbourne,Metropolitan,Females,745286
2015-16,Vic,PHN,PHN203,South Eastern Melbourne,Metropolitan,Males,725138
2015-16,Vic,PHN,PHN204,Gippsland,Regional,0-14,49241
2015-16,Vic,PHN,PHN204,Gippsland,Regional,15-24,30647
2015-16,Vic,PHN,PHN204,Gippsland,Regional,25-44,59871
2015-16,Vic,PHN,PHN204,Gippsland,Regional,45-64,75202
2015-16,Vic,PHN,PHN204,Gippsland,Regional,65-79,42949
2015-16,Vic,PHN,PHN204,Gippsland,Regional,80+,13734
2015-16,Vic,PHN,PHN204,Gippsland,Regional,0-64,214961
2015-16,Vic,PHN,PHN204,Gippsland,Regional,65+,56683
2015-16,Vic,PHN,PHN204,Gippsland,Regional,All persons,271644
2015-16,Vic,PHN,PHN204,Gippsland,Regional,Females,136926
2015-16,Vic,PHN,PHN204,Gippsland,Regional,Males,134718
2015-16,Vic/NSW,PHN,PHN205,Murray,Regional,0-14,112689
2015-16,Vic/NSW,PHN,PHN205,Murray,Regional,15-24,73442
2015-16,Vic/NSW,PHN,PHN205,Murray,Regional,25-44,137628
2015-16,Vic/NSW,PHN,PHN205,Murray,Regional,45-64,160009
2015-16,Vic/NSW,PHN,PHN205,Murray,Regional,65-79,83197
2015-16,Vic/NSW,PHN,PHN205,Murray,Regional,80+,29973
2015-16,Vic/NSW,PHN,PHN205,Murray,Regional,0-64,483768
2015-16,Vic/NSW,PHN,PHN205,Murray,Regional,65+,113170
2015-16,Vic/NSW,PHN,PHN205,Murray,Regional,All persons,596938
2015-16,Vic/NSW,PHN,PHN205,Murray,Regional,Females,300409
2015-16,Vic/NSW,PHN,PHN205,Murray,Regional,Males,296529
2015-16,Vic,PHN,PHN206,Western Victoria,Regional,0-14,115146
2015-16,Vic,PHN,PHN206,Western Victoria,Regional,15-24,77480
2015-16,Vic,PHN,PHN206,Western Victoria,Regional,25-44,148193
2015-16,Vic,PHN,PHN206,Western Victoria,Regional,45-64,163911
2015-16,Vic,PHN,PHN206,Western Victoria,Regional,65-79,83659
2015-16,Vic,PHN,PHN206,Western Victoria,Regional,80+,30825
2015-16,Vic,PHN,PHN206,Western Victoria,Regional,0-64,504730
2015-16,Vic,PHN,PHN206,Western Victoria,Regional,65+,114484
2015-16,Vic,PHN,PHN206,Western Victoria,Regional,All persons,619214
2015-16,Vic,PHN,PHN206,Western Victoria,Regional,Females,312925
2015-16,Vic,PHN,PHN206,Western Victoria,Regional,Males,306289
2015-16,Qld,PHN,PHN301,Brisbane North,Metropolitan,0-14,180931
2015-16,Qld,PHN,PHN301,Brisbane North,Metropolitan,15-24,140693
2015-16,Qld,PHN,PHN301,Brisbane North,Metropolitan,25-44,286617
2015-16,Qld,PHN,PHN301,Brisbane North,Metropolitan,45-64,224662
2015-16,Qld,PHN,PHN301,Brisbane North,Metropolitan,65-79,96953
2015-16,Qld,PHN,PHN301,Brisbane North,Metropolitan,80+,32368
2015-16,Qld,PHN,PHN301,Brisbane North,Metropolitan,0-64,832903
2015-16,Qld,PHN,PHN301,Brisbane North,Metropolitan,65+,129321
2015-16,Qld,PHN,PHN301,Brisbane North,Metropolitan,All persons,962224
2015-16,Qld,PHN,PHN301,Brisbane North,Metropolitan,Females,486373
2015-16,Qld,PHN,PHN301,Brisbane North,Metropolitan,Males,475851
2015-16,Qld,PHN,PHN302,Brisbane South,Metropolitan,0-14,219130
2015-16,Qld,PHN,PHN302,Brisbane South,Metropolitan,15-24,159345
2015-16,Qld,PHN,PHN302,Brisbane South,Metropolitan,25-44,330826
2015-16,Qld,PHN,PHN302,Brisbane South,Metropolitan,45-64,259123
2015-16,Qld,PHN,PHN302,Brisbane South,Metropolitan,65-79,102566
2015-16,Qld,PHN,PHN302,Brisbane South,Metropolitan,80+,33015
2015-16,Qld,PHN,PHN302,Brisbane South,Metropolitan,0-64,968424
2015-16,Qld,PHN,PHN302,Brisbane South,Metropolitan,65+,135581
2015-16,Qld,PHN,PHN302,Brisbane South,Metropolitan,All persons,1104005
2015-16,Qld,PHN,PHN302,Brisbane South,Metropolitan,Females,555367
2015-16,Qld,PHN,PHN302,Brisbane South,Metropolitan,Males,548638
2015-16,Qld,PHN,PHN303,Gold Coast,Metropolitan,0-14,105738
2015-16,Qld,PHN,PHN303,Gold Coast,Metropolitan,15-24,76502
2015-16,Qld,PHN,PHN303,Gold Coast,Metropolitan,25-44,161976
2015-16,Qld,PHN,PHN303,Gold Coast,Metropolitan,45-64,142004
2015-16,Qld,PHN,PHN303,Gold Coast,Metropolitan,65-79,67981
2015-16,Qld,PHN,PHN303,Gold Coast,Metropolitan,80+,21704
2015-16,Qld,PHN,PHN303,Gold Coast,Metropolitan,0-64,486220
2015-16,Qld,PHN,PHN303,Gold Coast,Metropolitan,65+,89685
2015-16,Qld,PHN,PHN303,Gold Coast,Metropolitan,All persons,575905
2015-16,Qld,PHN,PHN303,Gold Coast,Metropolitan,Females,294038
2015-16,Qld,PHN,PHN303,Gold Coast,Metropolitan,Males,281867
2015-16,Qld,PHN,PHN304,Darling Downs and West Moreton,Regional,0-14,120229
2015-16,Qld,PHN,PHN304,Darling Downs and West Moreton,Regional,15-24,73384
2015-16,Qld,PHN,PHN304,Darling Downs and West Moreton,Regional,25-44,141487
2015-16,Qld,PHN,PHN304,Darling Downs and West Moreton,Regional,45-64,133412
2015-16,Qld,PHN,PHN304,Darling Downs and West Moreton,Regional,65-79,62068
2015-16,Qld,PHN,PHN304,Darling Downs and West Moreton,Regional,80+,18784
2015-16,Qld,PHN,PHN304,Darling Downs and West Moreton,Regional,0-64,468512
2015-16,Qld,PHN,PHN304,Darling Downs and West Moreton,Regional,65+,80852
2015-16,Qld,PHN,PHN304,Darling Downs and West Moreton,Regional,All persons,549364
2015-16,Qld,PHN,PHN304,Darling Downs and West Moreton,Regional,Females,276184
2015-16,Qld,PHN,PHN304,Darling Downs and West Moreton,Regional,Males,273180
2015-16,Qld,PHN,PHN305,Western Queensland,Regional,0-14,14755
2015-16,Qld,PHN,PHN305,Western Queensland,Regional,15-24,8191
2015-16,Qld,PHN,PHN305,Western Queensland,Regional,25-44,19010
2015-16,Qld,PHN,PHN305,Western Queensland,Regional,45-64,16538
2015-16,Qld,PHN,PHN305,Western Queensland,Regional,65-79,6073
2015-16,Qld,PHN,PHN305,Western Queensland,Regional,80+,1828
2015-16,Qld,PHN,PHN305,Western Queensland,Regional,0-64,58494
2015-16,Qld,PHN,PHN305,Western Queensland,Regional,65+,7901
2015-16,Qld,PHN,PHN305,Western Queensland,Regional,All persons,66395
2015-16,Qld,PHN,PHN305,Western Queensland,Regional,Females,31842
2015-16,Qld,PHN,PHN305,Western Queensland,Regional,Males,34553
2015-16,Qld,PHN,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",Regional,0-14,159922
2015-16,Qld,PHN,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",Regional,15-24,96507
2015-16,Qld,PHN,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",Regional,25-44,196908
2015-16,Qld,PHN,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",Regional,45-64,223643
2015-16,Qld,PHN,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",Regional,65-79,118407
2015-16,Qld,PHN,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",Regional,80+,35942
2015-16,Qld,PHN,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",Regional,0-64,676980
2015-16,Qld,PHN,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",Regional,65+,154349
2015-16,Qld,PHN,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",Regional,All persons,831329
2015-16,Qld,PHN,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",Regional,Females,419646
2015-16,Qld,PHN,PHN306,"Central Queensland, Wide Bay, Sunshine Coast",Regional,Males,411683
2015-16,Qld,PHN,PHN307,Northern Queensland,Regional,0-14,143657
2015-16,Qld,PHN,PHN307,Northern Queensland,Regional,15-24,91335
2015-16,Qld,PHN,PHN307,Northern Queensland,Regional,25-44,189958
2015-16,Qld,PHN,PHN307,Northern Queensland,Regional,45-64,175698
2015-16,Qld,PHN,PHN307,Northern Queensland,Regional,65-79,68793
2015-16,Qld,PHN,PHN307,Northern Queensland,Regional,80+,19029
2015-16,Qld,PHN,PHN307,Northern Queensland,Regional,0-64,600648
2015-16,Qld,PHN,PHN307,Northern Queensland,Regional,65+,87822
2015-16,Qld,PHN,PHN307,Northern Queensland,Regional,All persons,688470
2015-16,Qld,PHN,PHN307,Northern Queensland,Regional,Females,339803
2015-16,Qld,PHN,PHN307,Northern Queensland,Regional,Males,348667
2015-16,SA,PHN,PHN401,Adelaide,Metropolitan,0-14,210030
2015-16,SA,PHN,PHN401,Adelaide,Metropolitan,15-24,163565
2015-16,SA,PHN,PHN401,Adelaide,Metropolitan,25-44,333569
2015-16,SA,PHN,PHN401,Adelaide,Metropolitan,45-64,300028
2015-16,SA,PHN,PHN401,Adelaide,Metropolitan,65-79,141164
2015-16,SA,PHN,PHN401,Adelaide,Metropolitan,80+,57863
2015-16,SA,PHN,PHN401,Adelaide,Metropolitan,0-64,1007192
2015-16,SA,PHN,PHN401,Adelaide,Metropolitan,65+,199027
2015-16,SA,PHN,PHN401,Adelaide,Metropolitan,All persons,1206219
2015-16,SA,PHN,PHN401,Adelaide,Metropolitan,Females,612824
2015-16,SA,PHN,PHN401,Adelaide,Metropolitan,Males,593395
2015-16,SA,PHN,PHN402,Country SA,Regional,0-14,91723
2015-16,SA,PHN,PHN402,Country SA,Regional,15-24,56579
2015-16,SA,PHN,PHN402,Country SA,Regional,25-44,111200
2015-16,SA,PHN,PHN402,Country SA,Regional,45-64,139210
2015-16,SA,PHN,PHN402,Country SA,Regional,65-79,72130
2015-16,SA,PHN,PHN402,Country SA,Regional,80+,23607
2015-16,SA,PHN,PHN402,Country SA,Regional,0-64,398712
2015-16,SA,PHN,PHN402,Country SA,Regional,65+,95737
2015-16,SA,PHN,PHN402,Country SA,Regional,All persons,494449
2015-16,SA,PHN,PHN402,Country SA,Regional,Females,246322
2015-16,SA,PHN,PHN402,Country SA,Regional,Males,248127
2015-16,WA,PHN,PHN501,Perth North,Metropolitan,0-14,196907
2015-16,WA,PHN,PHN501,Perth North,Metropolitan,15-24,140445
2015-16,WA,PHN,PHN501,Perth North,Metropolitan,25-44,321456
2015-16,WA,PHN,PHN501,Perth North,Metropolitan,45-64,252288
2015-16,WA,PHN,PHN501,Perth North,Metropolitan,65-79,101155
2015-16,WA,PHN,PHN501,Perth North,Metropolitan,80+,33837
2015-16,WA,PHN,PHN501,Perth North,Metropolitan,0-64,911096
2015-16,WA,PHN,PHN501,Perth North,Metropolitan,65+,134992
2015-16,WA,PHN,PHN501,Perth North,Metropolitan,All persons,1046088
2015-16,WA,PHN,PHN501,Perth North,Metropolitan,Females,524792
2015-16,WA,PHN,PHN501,Perth North,Metropolitan,Males,521296
2015-16,WA,PHN,PHN502,Perth South,Metropolitan,0-14,184228
2015-16,WA,PHN,PHN502,Perth South,Metropolitan,15-24,132180
2015-16,WA,PHN,PHN502,Perth South,Metropolitan,25-44,289530
2015-16,WA,PHN,PHN502,Perth South,Metropolitan,45-64,225770
2015-16,WA,PHN,PHN502,Perth South,Metropolitan,65-79,95889
2015-16,WA,PHN,PHN502,Perth South,Metropolitan,80+,32647
2015-16,WA,PHN,PHN502,Perth South,Metropolitan,0-64,831708
2015-16,WA,PHN,PHN502,Perth South,Metropolitan,65+,128536
2015-16,WA,PHN,PHN502,Perth South,Metropolitan,All persons,960244
2015-16,WA,PHN,PHN502,Perth South,Metropolitan,Females,479512
2015-16,WA,PHN,PHN502,Perth South,Metropolitan,Males,480732
2015-16,WA,PHN,PHN503,Country WA,Regional,0-14,110907
2015-16,WA,PHN,PHN503,Country WA,Regional,15-24,60046
2015-16,WA,PHN,PHN503,Country WA,Regional,25-44,152176
2015-16,WA,PHN,PHN503,Country WA,Regional,45-64,142565
2015-16,WA,PHN,PHN503,Country WA,Regional,65-79,55809
2015-16,WA,PHN,PHN503,Country WA,Regional,80+,15321
2015-16,WA,PHN,PHN503,Country WA,Regional,0-64,465694
2015-16,WA,PHN,PHN503,Country WA,Regional,65+,71130
2015-16,WA,PHN,PHN503,Country WA,Regional,All persons,536824
2015-16,WA,PHN,PHN503,Country WA,Regional,Females,260652
2015-16,WA,PHN,PHN503,Country WA,Regional,Males,276172
2015-16,Tas,PHN,PHN601,Tasmania,Regional,0-14,93269
2015-16,Tas,PHN,PHN601,Tasmania,Regional,15-24,63819
2015-16,Tas,PHN,PHN601,Tasmania,Regional,25-44,122057
2015-16,Tas,PHN,PHN601,Tasmania,Regional,45-64,141637
2015-16,Tas,PHN,PHN601,Tasmania,Regional,65-79,71361
2015-16,Tas,PHN,PHN601,Tasmania,Regional,80+,22974
2015-16,Tas,PHN,PHN601,Tasmania,Regional,0-64,420782
2015-16,Tas,PHN,PHN601,Tasmania,Regional,65+,94335
2015-16,Tas,PHN,PHN601,Tasmania,Regional,All persons,515117
2015-16,Tas,PHN,PHN601,Tasmania,Regional,Females,259758
2015-16,Tas,PHN,PHN601,Tasmania,Regional,Males,255359
2015-16,NT,PHN,PHN701,Northern Territory,Regional,0-14,53310
2015-16,NT,PHN,PHN701,Northern Territory,Regional,15-24,34486
2015-16,NT,PHN,PHN701,Northern Territory,Regional,25-44,84309
2015-16,NT,PHN,PHN701,Northern Territory,Regional,45-64,56340
2015-16,NT,PHN,PHN701,Northern Territory,Regional,65-79,14125
2015-16,NT,PHN,PHN701,Northern Territory,Regional,80+,2122
