Year,StateTerritory,GeographicUnit,GeographicCode,GeographicAreaName,GeographicGroup,DemographicGroup,EstimatedResidentPopulation
2015-16,Other Territories,SA3,90101,Christmas Island,Remote (incl. very remote),Males,1215
2015-16,Other Territories,SA3,90102,Cocos (Keeling) Islands,Remote (incl. very remote),0-14,123
2015-16,Other Territories,SA3,90102,Cocos (Keeling) Islands,Remote (incl. very remote),0-24,174
2015-16,Other Territories,SA3,90102,Cocos (Keeling) Islands,Remote (incl. very remote),0-64,484
2015-16,Other Territories,SA3,90102,Cocos (Keeling) Islands,Remote (incl. very remote),15-24,51
2015-16,Other Territories,SA3,90102,Cocos (Keeling) Islands,Remote (incl. very remote),25-44,131
2015-16,Other Territories,SA3,90102,Cocos (Keeling) Islands,Remote (incl. very remote),45-64,179
2015-16,Other Territories,SA3,90102,Cocos (Keeling) Islands,Remote (incl. very remote),65+,71
2015-16,Other Territories,SA3,90102,Cocos (Keeling) Islands,Remote (incl. very remote),All persons,555
2015-16,Other Territories,SA3,90102,Cocos (Keeling) Islands,Remote (incl. very remote),Females,268
2015-16,Other Territories,SA3,90102,Cocos (Keeling) Islands,Remote (incl. very remote),Males,287
2015-16,Other Territories,SA3,90103,Jervis Bay,Inner regional,0-14,76
2015-16,Other Territories,SA3,90103,Jervis Bay,Inner regional,0-24,152
2015-16,Other Territories,SA3,90103,Jervis Bay,Inner regional,0-64,342
2015-16,Other Territories,SA3,90103,Jervis Bay,Inner regional,15-24,76
2015-16,Other Territories,SA3,90103,Jervis Bay,Inner regional,25-44,112
2015-16,Other Territories,SA3,90103,Jervis Bay,Inner regional,45-64,78
2015-16,Other Territories,SA3,90103,Jervis Bay,Inner regional,65+,25
2015-16,Other Territories,SA3,90103,Jervis Bay,Inner regional,All persons,367
2015-16,Other Territories,SA3,90103,Jervis Bay,Inner regional,Females,160
2015-16,Other Territories,SA3,90103,Jervis Bay,Inner regional,Males,207
2015-16,Other Territories,SA3,90104,Norfolk Island,Remote (incl. very remote),0-14,0
2015-16,Other Territories,SA3,90104,Norfolk Island,Remote (incl. very remote),0-24,0
2015-16,Other Territories,SA3,90104,Norfolk Island,Remote (incl. very remote),0-64,0
2015-16,Other Territories,SA3,90104,Norfolk Island,Remote (incl. very remote),15-24,0
2015-16,Other Territories,SA3,90104,Norfolk Island,Remote (incl. very remote),25-44,0
2015-16,Other Territories,SA3,90104,Norfolk Island,Remote (incl. very remote),45-64,0
2015-16,Other Territories,SA3,90104,Norfolk Island,Remote (incl. very remote),65+,0
2015-16,Other Territories,SA3,90104,Norfolk Island,Remote (incl. very remote),All persons,0
2015-16,Other Territories,SA3,90104,Norfolk Island,Remote (incl. very remote),Females,0
2015-16,Other Territories,SA3,90104,Norfolk Island,Remote (incl. very remote),Males,0
2016-17,NAT,NAT,001NAT,National,National,0-14,4572597
2016-17,NAT,NAT,001NAT,National,National,0-24,7741825
2016-17,NAT,NAT,001NAT,National,National,0-64,20518656
2016-17,NAT,NAT,001NAT,National,National,15-24,3169228
2016-17,NAT,NAT,001NAT,National,National,25-44,6842619
2016-17,NAT,NAT,001NAT,National,National,45-64,5934212
2016-17,NAT,NAT,001NAT,National,National,65+,3672251
2016-17,NAT,NAT,001NAT,National,National,All persons,24190907
2016-17,NAT,NAT,001NAT,National,National,Females,12187868
2016-17,NAT,NAT,001NAT,National,National,Males,12003039
2016-17,,SA3,004-01,Major cities - higher SES,Major cities - higher SES,0-14,658903
2016-17,,SA3,004-01,Major cities - higher SES,Major cities - higher SES,0-24,1212028
2016-17,,SA3,004-01,Major cities - higher SES,Major cities - higher SES,0-64,3382687
2016-17,,SA3,004-01,Major cities - higher SES,Major cities - higher SES,15-24,553125
2016-17,,SA3,004-01,Major cities - higher SES,Major cities - higher SES,25-44,1249634
2016-17,,SA3,004-01,Major cities - higher SES,Major cities - higher SES,45-64,921025
2016-17,,SA3,004-01,Major cities - higher SES,Major cities - higher SES,65+,529953
2016-17,,SA3,004-01,Major cities - higher SES,Major cities - higher SES,All persons,3912640
2016-17,,SA3,004-01,Major cities - higher SES,Major cities - higher SES,Females,1985942
2016-17,,SA3,004-01,Major cities - higher SES,Major cities - higher SES,Males,1926698
2016-17,,SA3,004-02,Major cities - medium SES,Major cities - medium SES,0-14,1519395
2016-17,,SA3,004-02,Major cities - medium SES,Major cities - medium SES,0-24,2599767
2016-17,,SA3,004-02,Major cities - medium SES,Major cities - medium SES,0-64,6979692
2016-17,,SA3,004-02,Major cities - medium SES,Major cities - medium SES,15-24,1080372
2016-17,,SA3,004-02,Major cities - medium SES,Major cities - medium SES,25-44,2425972
2016-17,,SA3,004-02,Major cities - medium SES,Major cities - medium SES,45-64,1953953
2016-17,,SA3,004-02,Major cities - medium SES,Major cities - medium SES,65+,1184249
2016-17,,SA3,004-02,Major cities - medium SES,Major cities - medium SES,All persons,8163941
2016-17,,SA3,004-02,Major cities - medium SES,Major cities - medium SES,Females,4134941
2016-17,,SA3,004-02,Major cities - medium SES,Major cities - medium SES,Males,4029000
2016-17,,SA3,004-03,Major cities - lower SES,Major cities - lower SES,0-14,1096659
2016-17,,SA3,004-03,Major cities - lower SES,Major cities - lower SES,0-24,1842180
2016-17,,SA3,004-03,Major cities - lower SES,Major cities - lower SES,0-64,4675856
2016-17,,SA3,004-03,Major cities - lower SES,Major cities - lower SES,15-24,745521
2016-17,,SA3,004-03,Major cities - lower SES,Major cities - lower SES,25-44,1567540
2016-17,,SA3,004-03,Major cities - lower SES,Major cities - lower SES,45-64,1266136
2016-17,,SA3,004-03,Major cities - lower SES,Major cities - lower SES,65+,746890
2016-17,,SA3,004-03,Major cities - lower SES,Major cities - lower SES,All persons,5422746
2016-17,,SA3,004-03,Major cities - lower SES,Major cities - lower SES,Females,2720552
2016-17,,SA3,004-03,Major cities - lower SES,Major cities - lower SES,Males,2702194
2016-17,,SA3,004-04,Inner regional,Inner regional,0-14,834418
2016-17,,SA3,004-04,Inner regional,Inner regional,0-24,1346963
2016-17,,SA3,004-04,Inner regional,Inner regional,0-64,3520375
2016-17,,SA3,004-04,Inner regional,Inner regional,15-24,512545
2016-17,,SA3,004-04,Inner regional,Inner regional,25-44,998829
2016-17,,SA3,004-04,Inner regional,Inner regional,45-64,1174583
2016-17,,SA3,004-04,Inner regional,Inner regional,65+,843323
2016-17,,SA3,004-04,Inner regional,Inner regional,All persons,4363698
2016-17,,SA3,004-04,Inner regional,Inner regional,Females,2201416
2016-17,,SA3,004-04,Inner regional,Inner regional,Males,2162282
2016-17,,SA3,004-05,Outer regional,Outer regional,0-14,345016
2016-17,,SA3,004-05,Outer regional,Outer regional,0-24,555665
2016-17,,SA3,004-05,Outer regional,Outer regional,0-64,1478697
2016-17,,SA3,004-05,Outer regional,Outer regional,15-24,210649
2016-17,,SA3,004-05,Outer regional,Outer regional,25-44,438904
2016-17,,SA3,004-05,Outer regional,Outer regional,45-64,484128
2016-17,,SA3,004-05,Outer regional,Outer regional,65+,312571
2016-17,,SA3,004-05,Outer regional,Outer regional,All persons,1791268
2016-17,,SA3,004-05,Outer regional,Outer regional,Females,887744
2016-17,,SA3,004-05,Outer regional,Outer regional,Males,903524
2016-17,,SA3,004-06,Remote (incl. very remote),Remote (incl. very remote),0-14,118206
2016-17,,SA3,004-06,Remote (incl. very remote),Remote (incl. very remote),0-24,185221
2016-17,,SA3,004-06,Remote (incl. very remote),Remote (incl. very remote),0-64,481343
2016-17,,SA3,004-06,Remote (incl. very remote),Remote (incl. very remote),15-24,67015
2016-17,,SA3,004-06,Remote (incl. very remote),Remote (incl. very remote),25-44,161739
2016-17,,SA3,004-06,Remote (incl. very remote),Remote (incl. very remote),45-64,134383
2016-17,,SA3,004-06,Remote (incl. very remote),Remote (incl. very remote),65+,55262
2016-17,,SA3,004-06,Remote (incl. very remote),Remote (incl. very remote),All persons,536605
2016-17,,SA3,004-06,Remote (incl. very remote),Remote (incl. very remote),Females,257271
2016-17,,SA3,004-06,Remote (incl. very remote),Remote (incl. very remote),Males,279334
2016-17,NSW,SA3,10102,Queanbeyan,Major cities - higher SES,0-14,11790
2016-17,NSW,SA3,10102,Queanbeyan,Major cities - higher SES,0-24,19078
2016-17,NSW,SA3,10102,Queanbeyan,Major cities - higher SES,0-64,52174
2016-17,NSW,SA3,10102,Queanbeyan,Major cities - higher SES,15-24,7288
2016-17,NSW,SA3,10102,Queanbeyan,Major cities - higher SES,25-44,16633
2016-17,NSW,SA3,10102,Queanbeyan,Major cities - higher SES,45-64,16463
2016-17,NSW,SA3,10102,Queanbeyan,Major cities - higher SES,65+,6948
2016-17,NSW,SA3,10102,Queanbeyan,Major cities - higher SES,All persons,59122
2016-17,NSW,SA3,10102,Queanbeyan,Major cities - higher SES,Females,29321
2016-17,NSW,SA3,10102,Queanbeyan,Major cities - higher SES,Males,29801
2016-17,NSW,SA3,10103,Snowy Mountains,Outer regional,0-14,3435
2016-17,NSW,SA3,10103,Snowy Mountains,Outer regional,0-24,5706
2016-17,NSW,SA3,10103,Snowy Mountains,Outer regional,0-64,16035
2016-17,NSW,SA3,10103,Snowy Mountains,Outer regional,15-24,2271
2016-17,NSW,SA3,10103,Snowy Mountains,Outer regional,25-44,4667
2016-17,NSW,SA3,10103,Snowy Mountains,Outer regional,45-64,5662
2016-17,NSW,SA3,10103,Snowy Mountains,Outer regional,65+,3653
2016-17,NSW,SA3,10103,Snowy Mountains,Outer regional,All persons,19688
2016-17,NSW,SA3,10103,Snowy Mountains,Outer regional,Females,9466
2016-17,NSW,SA3,10103,Snowy Mountains,Outer regional,Males,10222
2016-17,NSW,SA3,10104,South Coast,Outer regional,0-14,11216
2016-17,NSW,SA3,10104,South Coast,Outer regional,0-24,17647
2016-17,NSW,SA3,10104,South Coast,Outer regional,0-64,52427
2016-17,NSW,SA3,10104,South Coast,Outer regional,15-24,6431
2016-17,NSW,SA3,10104,South Coast,Outer regional,25-44,12407
2016-17,NSW,SA3,10104,South Coast,Outer regional,45-64,22373
2016-17,NSW,SA3,10104,South Coast,Outer regional,65+,19592
2016-17,NSW,SA3,10104,South Coast,Outer regional,All persons,72019
2016-17,NSW,SA3,10104,South Coast,Outer regional,Females,36622
2016-17,NSW,SA3,10104,South Coast,Outer regional,Males,35397
2016-17,NSW,SA3,10105,Goulburn - Mulwaree,Inner regional,0-14,6687
2016-17,NSW,SA3,10105,Goulburn - Mulwaree,Inner regional,0-24,10886
2016-17,NSW,SA3,10105,Goulburn - Mulwaree,Inner regional,0-64,29234
2016-17,NSW,SA3,10105,Goulburn - Mulwaree,Inner regional,15-24,4199
2016-17,NSW,SA3,10105,Goulburn - Mulwaree,Inner regional,25-44,8512
