Year,StateTerritory,GeographicUnit,GeographicCode,GeographicAreaName,GeographicGroup,DemographicGroup,EstimatedResidentPopulation
2014-15,Tas,SA3,60402,Devonport,Inner regional,Females,22920
2014-15,Tas,SA3,60402,Devonport,Inner regional,Males,22045
2014-15,Tas,SA3,60403,West Coast,Outer regional,0-14,3563
2014-15,Tas,SA3,60403,West Coast,Outer regional,0-24,5690
2014-15,Tas,SA3,60403,West Coast,Outer regional,0-64,15260
2014-15,Tas,SA3,60403,West Coast,Outer regional,15-24,2127
2014-15,Tas,SA3,60403,West Coast,Outer regional,25-44,4165
2014-15,Tas,SA3,60403,West Coast,Outer regional,45-64,5405
2014-15,Tas,SA3,60403,West Coast,Outer regional,65+,2710
2014-15,Tas,SA3,60403,West Coast,Outer regional,All persons,17970
2014-15,Tas,SA3,60403,West Coast,Outer regional,Females,8630
2014-15,Tas,SA3,60403,West Coast,Outer regional,Males,9340
2014-15,NT,SA3,70101,Darwin City,Outer regional,0-14,3730
2014-15,NT,SA3,70101,Darwin City,Outer regional,0-24,7293
2014-15,NT,SA3,70101,Darwin City,Outer regional,0-64,24948
2014-15,NT,SA3,70101,Darwin City,Outer regional,15-24,3563
2014-15,NT,SA3,70101,Darwin City,Outer regional,25-44,11268
2014-15,NT,SA3,70101,Darwin City,Outer regional,45-64,6387
2014-15,NT,SA3,70101,Darwin City,Outer regional,65+,2034
2014-15,NT,SA3,70101,Darwin City,Outer regional,All persons,26982
2014-15,NT,SA3,70101,Darwin City,Outer regional,Females,12445
2014-15,NT,SA3,70101,Darwin City,Outer regional,Males,14537
2014-15,NT,SA3,70102,Darwin Suburbs,Outer regional,0-14,11518
2014-15,NT,SA3,70102,Darwin Suburbs,Outer regional,0-24,18949
2014-15,NT,SA3,70102,Darwin Suburbs,Outer regional,0-64,52558
2014-15,NT,SA3,70102,Darwin Suburbs,Outer regional,15-24,7431
2014-15,NT,SA3,70102,Darwin Suburbs,Outer regional,25-44,19428
2014-15,NT,SA3,70102,Darwin Suburbs,Outer regional,45-64,14181
2014-15,NT,SA3,70102,Darwin Suburbs,Outer regional,65+,4909
2014-15,NT,SA3,70102,Darwin Suburbs,Outer regional,All persons,57467
2014-15,NT,SA3,70102,Darwin Suburbs,Outer regional,Females,27995
2014-15,NT,SA3,70102,Darwin Suburbs,Outer regional,Males,29472
2014-15,NT,SA3,70103,Litchfield,Outer regional,0-14,4311
2014-15,NT,SA3,70103,Litchfield,Outer regional,0-24,7491
2014-15,NT,SA3,70103,Litchfield,Outer regional,0-64,21198
2014-15,NT,SA3,70103,Litchfield,Outer regional,15-24,3180
2014-15,NT,SA3,70103,Litchfield,Outer regional,25-44,7299
2014-15,NT,SA3,70103,Litchfield,Outer regional,45-64,6408
2014-15,NT,SA3,70103,Litchfield,Outer regional,65+,1606
2014-15,NT,SA3,70103,Litchfield,Outer regional,All persons,22804
2014-15,NT,SA3,70103,Litchfield,Outer regional,Females,9652
2014-15,NT,SA3,70103,Litchfield,Outer regional,Males,13152
2014-15,NT,SA3,70104,Palmerston,Outer regional,0-14,8464
2014-15,NT,SA3,70104,Palmerston,Outer regional,0-24,13725
2014-15,NT,SA3,70104,Palmerston,Outer regional,0-64,32475
2014-15,NT,SA3,70104,Palmerston,Outer regional,15-24,5261
2014-15,NT,SA3,70104,Palmerston,Outer regional,25-44,12386
2014-15,NT,SA3,70104,Palmerston,Outer regional,45-64,6364
2014-15,NT,SA3,70104,Palmerston,Outer regional,65+,1441
2014-15,NT,SA3,70104,Palmerston,Outer regional,All persons,33916
2014-15,NT,SA3,70104,Palmerston,Outer regional,Females,16731
2014-15,NT,SA3,70104,Palmerston,Outer regional,Males,17185
2014-15,NT,SA3,70201,Alice Springs,Remote (incl. very remote),0-14,8888
2014-15,NT,SA3,70201,Alice Springs,Remote (incl. very remote),0-24,14773
2014-15,NT,SA3,70201,Alice Springs,Remote (incl. very remote),0-64,37970
2014-15,NT,SA3,70201,Alice Springs,Remote (incl. very remote),15-24,5885
2014-15,NT,SA3,70201,Alice Springs,Remote (incl. very remote),25-44,13486
2014-15,NT,SA3,70201,Alice Springs,Remote (incl. very remote),45-64,9711
2014-15,NT,SA3,70201,Alice Springs,Remote (incl. very remote),65+,2455
2014-15,NT,SA3,70201,Alice Springs,Remote (incl. very remote),All persons,40425
2014-15,NT,SA3,70201,Alice Springs,Remote (incl. very remote),Females,19697
2014-15,NT,SA3,70201,Alice Springs,Remote (incl. very remote),Males,20728
2014-15,NT,SA3,70202,Barkly,Remote (incl. very remote),0-14,1589
2014-15,NT,SA3,70202,Barkly,Remote (incl. very remote),0-24,2641
2014-15,NT,SA3,70202,Barkly,Remote (incl. very remote),0-64,5949
2014-15,NT,SA3,70202,Barkly,Remote (incl. very remote),15-24,1052
2014-15,NT,SA3,70202,Barkly,Remote (incl. very remote),25-44,1942
2014-15,NT,SA3,70202,Barkly,Remote (incl. very remote),45-64,1366
2014-15,NT,SA3,70202,Barkly,Remote (incl. very remote),65+,403
2014-15,NT,SA3,70202,Barkly,Remote (incl. very remote),All persons,6352
2014-15,NT,SA3,70202,Barkly,Remote (incl. very remote),Females,3029
2014-15,NT,SA3,70202,Barkly,Remote (incl. very remote),Males,3323
2014-15,NT,SA3,70203,Daly - Tiwi - West Arnhem,Remote (incl. very remote),0-14,4850
2014-15,NT,SA3,70203,Daly - Tiwi - West Arnhem,Remote (incl. very remote),0-24,7671
2014-15,NT,SA3,70203,Daly - Tiwi - West Arnhem,Remote (incl. very remote),0-64,17356
2014-15,NT,SA3,70203,Daly - Tiwi - West Arnhem,Remote (incl. very remote),15-24,2821
2014-15,NT,SA3,70203,Daly - Tiwi - West Arnhem,Remote (incl. very remote),25-44,5785
2014-15,NT,SA3,70203,Daly - Tiwi - West Arnhem,Remote (incl. very remote),45-64,3900
2014-15,NT,SA3,70203,Daly - Tiwi - West Arnhem,Remote (incl. very remote),65+,878
2014-15,NT,SA3,70203,Daly - Tiwi - West Arnhem,Remote (incl. very remote),All persons,18234
2014-15,NT,SA3,70203,Daly - Tiwi - West Arnhem,Remote (incl. very remote),Females,8721
2014-15,NT,SA3,70203,Daly - Tiwi - West Arnhem,Remote (incl. very remote),Males,9513
2014-15,NT,SA3,70204,East Arnhem,Remote (incl. very remote),0-14,4519
2014-15,NT,SA3,70204,East Arnhem,Remote (incl. very remote),0-24,7008
2014-15,NT,SA3,70204,East Arnhem,Remote (incl. very remote),0-64,15304
2014-15,NT,SA3,70204,East Arnhem,Remote (incl. very remote),15-24,2489
2014-15,NT,SA3,70204,East Arnhem,Remote (incl. very remote),25-44,5218
2014-15,NT,SA3,70204,East Arnhem,Remote (incl. very remote),45-64,3078
2014-15,NT,SA3,70204,East Arnhem,Remote (incl. very remote),65+,491
2014-15,NT,SA3,70204,East Arnhem,Remote (incl. very remote),All persons,15795
2014-15,NT,SA3,70204,East Arnhem,Remote (incl. very remote),Females,7396
2014-15,NT,SA3,70204,East Arnhem,Remote (incl. very remote),Males,8399
2014-15,NT,SA3,70205,Katherine,Remote (incl. very remote),0-14,5437
2014-15,NT,SA3,70205,Katherine,Remote (incl. very remote),0-24,8799
2014-15,NT,SA3,70205,Katherine,Remote (incl. very remote),0-64,19650
2014-15,NT,SA3,70205,Katherine,Remote (incl. very remote),15-24,3362
2014-15,NT,SA3,70205,Katherine,Remote (incl. very remote),25-44,6518
2014-15,NT,SA3,70205,Katherine,Remote (incl. very remote),45-64,4333
2014-15,NT,SA3,70205,Katherine,Remote (incl. very remote),65+,1269
2014-15,NT,SA3,70205,Katherine,Remote (incl. very remote),All persons,20919
2014-15,NT,SA3,70205,Katherine,Remote (incl. very remote),Females,10149
2014-15,NT,SA3,70205,Katherine,Remote (incl. very remote),Males,10770
2014-15,ACT,SA3,80101,Belconnen,Major cities - medium SES,0-14,18001
2014-15,ACT,SA3,80101,Belconnen,Major cities - medium SES,0-24,32392
2014-15,ACT,SA3,80101,Belconnen,Major cities - medium SES,0-64,84891
2014-15,ACT,SA3,80101,Belconnen,Major cities - medium SES,15-24,14391
2014-15,ACT,SA3,80101,Belconnen,Major cities - medium SES,25-44,30938
2014-15,ACT,SA3,80101,Belconnen,Major cities - medium SES,45-64,21561
2014-15,ACT,SA3,80101,Belconnen,Major cities - medium SES,65+,12199
2014-15,ACT,SA3,80101,Belconnen,Major cities - medium SES,All persons,97090
2014-15,ACT,SA3,80101,Belconnen,Major cities - medium SES,Females,48879
2014-15,ACT,SA3,80101,Belconnen,Major cities - medium SES,Males,48211
2014-15,ACT,SA3,80103,Canberra East,Major cities - lower SES,0-14,106
2014-15,ACT,SA3,80103,Canberra East,Major cities - lower SES,0-24,327
2014-15,ACT,SA3,80103,Canberra East,Major cities - lower SES,0-64,1317
2014-15,ACT,SA3,80103,Canberra East,Major cities - lower SES,15-24,221
2014-15,ACT,SA3,80103,Canberra East,Major cities - lower SES,25-44,523
2014-15,ACT,SA3,80103,Canberra East,Major cities - lower SES,45-64,467
2014-15,ACT,SA3,80103,Canberra East,Major cities - lower SES,65+,190
2014-15,ACT,SA3,80103,Canberra East,Major cities - lower SES,All persons,1507
2014-15,ACT,SA3,80103,Canberra East,Major cities - lower SES,Females,479
2014-15,ACT,SA3,80103,Canberra East,Major cities - lower SES,Males,1028
2014-15,ACT,SA3,80104,Gungahlin,Major cities - higher SES,0-14,15390
2014-15,ACT,SA3,80104,Gungahlin,Major cities - higher SES,0-24,24177
2014-15,ACT,SA3,80104,Gungahlin,Major cities - higher SES,0-64,60421
2014-15,ACT,SA3,80104,Gungahlin,Major cities - higher SES,15-24,8787
2014-15,ACT,SA3,80104,Gungahlin,Major cities - higher SES,25-44,24444
2014-15,ACT,SA3,80104,Gungahlin,Major cities - higher SES,45-64,11800
2014-15,ACT,SA3,80104,Gungahlin,Major cities - higher SES,65+,3202
2014-15,ACT,SA3,80104,Gungahlin,Major cities - higher SES,All persons,63623
2014-15,ACT,SA3,80104,Gungahlin,Major cities - higher SES,Females,31988
2014-15,ACT,SA3,80104,Gungahlin,Major cities - higher SES,Males,31635
2014-15,ACT,SA3,80105,North Canberra,Major cities - higher SES,0-14,6552
2014-15,ACT,SA3,80105,North Canberra,Major cities - higher SES,0-24,18111
2014-15,ACT,SA3,80105,North Canberra,Major cities - higher SES,0-64,46974
2014-15,ACT,SA3,80105,North Canberra,Major cities - higher SES,15-24,11559
2014-15,ACT,SA3,80105,North Canberra,Major cities - higher SES,25-44,18615
2014-15,ACT,SA3,80105,North Canberra,Major cities - higher SES,45-64,10248
2014-15,ACT,SA3,80105,North Canberra,Major cities - higher SES,65+,5693
2014-15,ACT,SA3,80105,North Canberra,Major cities - higher SES,All persons,52667
2014-15,ACT,SA3,80105,North Canberra,Major cities - higher SES,Females,26106
2014-15,ACT,SA3,80105,North Canberra,Major cities - higher SES,Males,26561
2014-15,ACT,SA3,80106,South Canberra,Major cities - higher SES,0-14,3832
2014-15,ACT,SA3,80106,South Canberra,Major cities - higher SES,0-24,6907
2014-15,ACT,SA3,80106,South Canberra,Major cities - higher SES,0-64,22301
2014-15,ACT,SA3,80106,South Canberra,Major cities - higher SES,15-24,3075
2014-15,ACT,SA3,80106,South Canberra,Major cities - higher SES,25-44,8273
2014-15,ACT,SA3,80106,South Canberra,Major cities - higher SES,45-64,7121
2014-15,ACT,SA3,80106,South Canberra,Major cities - higher SES,65+,4163
2014-15,ACT,SA3,80106,South Canberra,Major cities - higher SES,All persons,26464
2014-15,ACT,SA3,80106,South Canberra,Major cities - higher SES,Females,13495
2014-15,ACT,SA3,80106,South Canberra,Major cities - higher SES,Males,12969
2014-15,ACT,SA3,80107,Tuggeranong,Major cities - medium SES,0-14,17152
2014-15,ACT,SA3,80107,Tuggeranong,Major cities - medium SES,0-24,29844
2014-15,ACT,SA3,80107,Tuggeranong,Major cities - medium SES,0-64,78357
2014-15,ACT,SA3,80107,Tuggeranong,Major cities - medium SES,15-24,12692
2014-15,ACT,SA3,80107,Tuggeranong,Major cities - medium SES,25-44,24279
2014-15,ACT,SA3,80107,Tuggeranong,Major cities - medium SES,45-64,24234
2014-15,ACT,SA3,80107,Tuggeranong,Major cities - medium SES,65+,8847
2014-15,ACT,SA3,80107,Tuggeranong,Major cities - medium SES,All persons,87204
2014-15,ACT,SA3,80107,Tuggeranong,Major cities - medium SES,Females,44229
2014-15,ACT,SA3,80107,Tuggeranong,Major cities - medium SES,Males,42975
2014-15,ACT,SA3,80108,Weston Creek,Major cities - higher SES,0-14,4613
2014-15,ACT,SA3,80108,Weston Creek,Major cities - higher SES,0-24,6947
2014-15,ACT,SA3,80108,Weston Creek,Major cities - higher SES,0-64,19000
2014-15,ACT,SA3,80108,Weston Creek,Major cities - higher SES,15-24,2334
2014-15,ACT,SA3,80108,Weston Creek,Major cities - higher SES,25-44,6301
2014-15,ACT,SA3,80108,Weston Creek,Major cities - higher SES,45-64,5752
2014-15,ACT,SA3,80108,Weston Creek,Major cities - higher SES,65+,4625
2014-15,ACT,SA3,80108,Weston Creek,Major cities - higher SES,All persons,23625
2014-15,ACT,SA3,80108,Weston Creek,Major cities - higher SES,Females,12073
2014-15,ACT,SA3,80108,Weston Creek,Major cities - higher SES,Males,11552
2014-15,ACT,SA3,80109,Woden Valley,Major cities - higher SES,0-14,6108
2014-15,ACT,SA3,80109,Woden Valley,Major cities - higher SES,0-24,10142
2014-15,ACT,SA3,80109,Woden Valley,Major cities - higher SES,0-64,28485
2014-15,ACT,SA3,80109,Woden Valley,Major cities - higher SES,15-24,4034
2014-15,ACT,SA3,80109,Woden Valley,Major cities - higher SES,25-44,9725
2014-15,ACT,SA3,80109,Woden Valley,Major cities - higher SES,45-64,8618
2014-15,ACT,SA3,80109,Woden Valley,Major cities - higher SES,65+,6482
2014-15,ACT,SA3,80109,Woden Valley,Major cities - higher SES,All persons,34967
2014-15,ACT,SA3,80109,Woden Valley,Major cities - higher SES,Females,17823
2014-15,ACT,SA3,80109,Woden Valley,Major cities - higher SES,Males,17144
2014-15,ACT,SA3,80110,Molonglo,Major cities - higher SES,0-14,192
2014-15,ACT,SA3,80110,Molonglo,Major cities - higher SES,0-24,425
2014-15,ACT,SA3,80110,Molonglo,Major cities - higher SES,0-64,1050
2014-15,ACT,SA3,80110,Molonglo,Major cities - higher SES,15-24,233
2014-15,ACT,SA3,80110,Molonglo,Major cities - higher SES,25-44,499
2014-15,ACT,SA3,80110,Molonglo,Major cities - higher SES,45-64,126
2014-15,ACT,SA3,80110,Molonglo,Major cities - higher SES,65+,24
2014-15,ACT,SA3,80110,Molonglo,Major cities - higher SES,All persons,1074
2014-15,ACT,SA3,80110,Molonglo,Major cities - higher SES,Females,547
2014-15,ACT,SA3,80110,Molonglo,Major cities - higher SES,Males,527
2014-15,ACT,SA3,80111,Urriarra - Namadgi,Inner regional,0-14,141
2014-15,ACT,SA3,80111,Urriarra - Namadgi,Inner regional,0-24,222
2014-15,ACT,SA3,80111,Urriarra - Namadgi,Inner regional,0-64,552
2014-15,ACT,SA3,80111,Urriarra - Namadgi,Inner regional,15-24,81
2014-15,ACT,SA3,80111,Urriarra - Namadgi,Inner regional,25-44,204
2014-15,ACT,SA3,80111,Urriarra - Namadgi,Inner regional,45-64,126
2014-15,ACT,SA3,80111,Urriarra - Namadgi,Inner regional,65+,26
2014-15,ACT,SA3,80111,Urriarra - Namadgi,Inner regional,All persons,578
2014-15,ACT,SA3,80111,Urriarra - Namadgi,Inner regional,Females,267
2014-15,ACT,SA3,80111,Urriarra - Namadgi,Inner regional,Males,311
2014-15,Other Territories,SA3,90101,Christmas Island,Remote (incl. very remote),0-14,292
2014-15,Other Territories,SA3,90101,Christmas Island,Remote (incl. very remote),0-24,512
2014-15,Other Territories,SA3,90101,Christmas Island,Remote (incl. very remote),0-64,1866
2014-15,Other Territories,SA3,90101,Christmas Island,Remote (incl. very remote),15-24,220
2014-15,Other Territories,SA3,90101,Christmas Island,Remote (incl. very remote),25-44,798
2014-15,Other Territories,SA3,90101,Christmas Island,Remote (incl. very remote),45-64,556
2014-15,Other Territories,SA3,90101,Christmas Island,Remote (incl. very remote),65+,113
2014-15,Other Territories,SA3,90101,Christmas Island,Remote (incl. very remote),All persons,1979
2014-15,Other Territories,SA3,90101,Christmas Island,Remote (incl. very remote),Females,698
2014-15,Other Territories,SA3,90101,Christmas Island,Remote (incl. very remote),Males,1281
2014-15,Other Territories,SA3,90102,Cocos (Keeling) Islands,Remote (incl. very remote),0-14,117
2014-15,Other Territories,SA3,90102,Cocos (Keeling) Islands,Remote (incl. very remote),0-24,170
2014-15,Other Territories,SA3,90102,Cocos (Keeling) Islands,Remote (incl. very remote),0-64,490
2014-15,Other Territories,SA3,90102,Cocos (Keeling) Islands,Remote (incl. very remote),15-24,53
2014-15,Other Territories,SA3,90102,Cocos (Keeling) Islands,Remote (incl. very remote),25-44,138
2014-15,Other Territories,SA3,90102,Cocos (Keeling) Islands,Remote (incl. very remote),45-64,182
2014-15,Other Territories,SA3,90102,Cocos (Keeling) Islands,Remote (incl. very remote),65+,66
2014-15,Other Territories,SA3,90102,Cocos (Keeling) Islands,Remote (incl. very remote),All persons,556
2014-15,Other Territories,SA3,90102,Cocos (Keeling) Islands,Remote (incl. very remote),Females,266
2014-15,Other Territories,SA3,90102,Cocos (Keeling) Islands,Remote (incl. very remote),Males,290
2014-15,Other Territories,SA3,90103,Jervis Bay,Inner regional,0-14,83
2014-15,Other Territories,SA3,90103,Jervis Bay,Inner regional,0-24,155
2014-15,Other Territories,SA3,90103,Jervis Bay,Inner regional,0-64,339
2014-15,Other Territories,SA3,90103,Jervis Bay,Inner regional,15-24,72
2014-15,Other Territories,SA3,90103,Jervis Bay,Inner regional,25-44,114
2014-15,Other Territories,SA3,90103,Jervis Bay,Inner regional,45-64,70
2014-15,Other Territories,SA3,90103,Jervis Bay,Inner regional,65+,22
2014-15,Other Territories,SA3,90103,Jervis Bay,Inner regional,All persons,361
2014-15,Other Territories,SA3,90103,Jervis Bay,Inner regional,Females,159
2014-15,Other Territories,SA3,90103,Jervis Bay,Inner regional,Males,202
2014-15,Other Territories,SA3,90104,Norfolk Island,Remote (incl. very remote),0-14,0
2014-15,Other Territories,SA3,90104,Norfolk Island,Remote (incl. very remote),0-24,0
2014-15,Other Territories,SA3,90104,Norfolk Island,Remote (incl. very remote),0-64,0
2014-15,Other Territories,SA3,90104,Norfolk Island,Remote (incl. very remote),15-24,0
2014-15,Other Territories,SA3,90104,Norfolk Island,Remote (incl. very remote),25-44,0
2014-15,Other Territories,SA3,90104,Norfolk Island,Remote (incl. very remote),45-64,0
2014-15,Other Territories,SA3,90104,Norfolk Island,Remote (incl. very remote),65+,0
2014-15,Other Territories,SA3,90104,Norfolk Island,Remote (incl. very remote),All persons,0
2014-15,Other Territories,SA3,90104,Norfolk Island,Remote (incl. very remote),Females,0
2014-15,Other Territories,SA3,90104,Norfolk Island,Remote (incl. very remote),Males,0
2015-16,NAT,NAT,001NAT,National,National,0-14,4499517
2015-16,NAT,NAT,001NAT,National,National,0-24,7645652
2015-16,NAT,NAT,001NAT,National,National,0-64,20261691
2015-16,NAT,NAT,001NAT,National,National,15-24,3146135
2015-16,NAT,NAT,001NAT,National,National,25-44,6766485
2015-16,NAT,NAT,001NAT,National,National,45-64,5849554
2015-16,NAT,NAT,001NAT,National,National,65+,3554304
2015-16,NAT,NAT,001NAT,National,National,All persons,23815995
2015-16,NAT,NAT,001NAT,National,National,Females,11988343
2015-16,NAT,NAT,001NAT,National,National,Males,11827652
2015-16,,SA3,004-01,Major cities - higher SES,Major cities - higher SES,0-14,648615
2015-16,,SA3,004-01,Major cities - higher SES,Major cities - higher SES,0-24,1187526
2015-16,,SA3,004-01,Major cities - higher SES,Major cities - higher SES,0-64,3327965
2015-16,,SA3,004-01,Major cities - higher SES,Major cities - higher SES,15-24,538911
2015-16,,SA3,004-01,Major cities - higher SES,Major cities - higher SES,25-44,1236511
2015-16,,SA3,004-01,Major cities - higher SES,Major cities - higher SES,45-64,903928
2015-16,,SA3,004-01,Major cities - higher SES,Major cities - higher SES,65+,513300
2015-16,,SA3,004-01,Major cities - higher SES,Major cities - higher SES,All persons,3841265
2015-16,,SA3,004-01,Major cities - higher SES,Major cities - higher SES,Females,1948012
2015-16,,SA3,004-01,Major cities - higher SES,Major cities - higher SES,Males,1893253
2015-16,,SA3,004-02,Major cities - medium SES,Major cities - medium SES,0-14,1487582
2015-16,,SA3,004-02,Major cities - medium SES,Major cities - medium SES,0-24,2559182
2015-16,,SA3,004-02,Major cities - medium SES,Major cities - medium SES,0-64,6870044
2015-16,,SA3,004-02,Major cities - medium SES,Major cities - medium SES,15-24,1071600
2015-16,,SA3,004-02,Major cities - medium SES,Major cities - medium SES,25-44,2391220
2015-16,,SA3,004-02,Major cities - medium SES,Major cities - medium SES,45-64,1919642
2015-16,,SA3,004-02,Major cities - medium SES,Major cities - medium SES,65+,1145330
2015-16,,SA3,004-02,Major cities - medium SES,Major cities - medium SES,All persons,8015374
2015-16,,SA3,004-02,Major cities - medium SES,Major cities - medium SES,Females,4058013
2015-16,,SA3,004-02,Major cities - medium SES,Major cities - medium SES,Males,3957361
2015-16,,SA3,004-03,Major cities - lower SES,Major cities - lower SES,0-14,1068974
2015-16,,SA3,004-03,Major cities - lower SES,Major cities - lower SES,0-24,1806588
2015-16,,SA3,004-03,Major cities - lower SES,Major cities - lower SES,0-64,4584329
2015-16,,SA3,004-03,Major cities - lower SES,Major cities - lower SES,15-24,737614
2015-16,,SA3,004-03,Major cities - lower SES,Major cities - lower SES,25-44,1534271
2015-16,,SA3,004-03,Major cities - lower SES,Major cities - lower SES,45-64,1243470
2015-16,,SA3,004-03,Major cities - lower SES,Major cities - lower SES,65+,723677
2015-16,,SA3,004-03,Major cities - lower SES,Major cities - lower SES,All persons,5308006
2015-16,,SA3,004-03,Major cities - lower SES,Major cities - lower SES,Females,2663149
2015-16,,SA3,004-03,Major cities - lower SES,Major cities - lower SES,Males,2644857
2015-16,,SA3,004-04,Inner regional,Inner regional,0-14,829068
2015-16,,SA3,004-04,Inner regional,Inner regional,0-24,1345002
2015-16,,SA3,004-04,Inner regional,Inner regional,0-64,3508252
2015-16,,SA3,004-04,Inner regional,Inner regional,15-24,515934
2015-16,,SA3,004-04,Inner regional,Inner regional,25-44,997943
2015-16,,SA3,004-04,Inner regional,Inner regional,45-64,1165307
2015-16,,SA3,004-04,Inner regional,Inner regional,65+,813424
2015-16,,SA3,004-04,Inner regional,Inner regional,All persons,4321676
2015-16,,SA3,004-04,Inner regional,Inner regional,Females,2177259
2015-16,,SA3,004-04,Inner regional,Inner regional,Males,2144417
2015-16,,SA3,004-05,Outer regional,Outer regional,0-14,345739
2015-16,,SA3,004-05,Outer regional,Outer regional,0-24,558940
2015-16,,SA3,004-05,Outer regional,Outer regional,0-64,1482108
2015-16,,SA3,004-05,Outer regional,Outer regional,15-24,213201
2015-16,,SA3,004-05,Outer regional,Outer regional,25-44,440901
2015-16,,SA3,004-05,Outer regional,Outer regional,45-64,482267
2015-16,,SA3,004-05,Outer regional,Outer regional,65+,303478
2015-16,,SA3,004-05,Outer regional,Outer regional,All persons,1785586
2015-16,,SA3,004-05,Outer regional,Outer regional,Females,883672
2015-16,,SA3,004-05,Outer regional,Outer regional,Males,901914
2015-16,,SA3,004-06,Remote (incl. very remote),Remote (incl. very remote),0-14,119539
2015-16,,SA3,004-06,Remote (incl. very remote),Remote (incl. very remote),0-24,188411
2015-16,,SA3,004-06,Remote (incl. very remote),Remote (incl. very remote),0-64,488986
2015-16,,SA3,004-06,Remote (incl. very remote),Remote (incl. very remote),15-24,68872
2015-16,,SA3,004-06,Remote (incl. very remote),Remote (incl. very remote),25-44,165638
2015-16,,SA3,004-06,Remote (incl. very remote),Remote (incl. very remote),45-64,134937
2015-16,,SA3,004-06,Remote (incl. very remote),Remote (incl. very remote),65+,55090
2015-16,,SA3,004-06,Remote (incl. very remote),Remote (incl. very remote),All persons,544076
2015-16,,SA3,004-06,Remote (incl. very remote),Remote (incl. very remote),Females,258235
2015-16,,SA3,004-06,Remote (incl. very remote),Remote (incl. very remote),Males,285841
2015-16,NSW,SA3,10102,Queanbeyan,Major cities - higher SES,0-14,11755
2015-16,NSW,SA3,10102,Queanbeyan,Major cities - higher SES,0-24,18986
2015-16,NSW,SA3,10102,Queanbeyan,Major cities - higher SES,0-64,51672
2015-16,NSW,SA3,10102,Queanbeyan,Major cities - higher SES,15-24,7231
2015-16,NSW,SA3,10102,Queanbeyan,Major cities - higher SES,25-44,16486
2015-16,NSW,SA3,10102,Queanbeyan,Major cities - higher SES,45-64,16200
2015-16,NSW,SA3,10102,Queanbeyan,Major cities - higher SES,65+,6736
2015-16,NSW,SA3,10102,Queanbeyan,Major cities - higher SES,All persons,58408
2015-16,NSW,SA3,10102,Queanbeyan,Major cities - higher SES,Females,28980
2015-16,NSW,SA3,10102,Queanbeyan,Major cities - higher SES,Males,29428
2015-16,NSW,SA3,10103,Snowy Mountains,Outer regional,0-14,3468
2015-16,NSW,SA3,10103,Snowy Mountains,Outer regional,0-24,5799
2015-16,NSW,SA3,10103,Snowy Mountains,Outer regional,0-64,16060
2015-16,NSW,SA3,10103,Snowy Mountains,Outer regional,15-24,2331
2015-16,NSW,SA3,10103,Snowy Mountains,Outer regional,25-44,4643
2015-16,NSW,SA3,10103,Snowy Mountains,Outer regional,45-64,5618
2015-16,NSW,SA3,10103,Snowy Mountains,Outer regional,65+,3589
2015-16,NSW,SA3,10103,Snowy Mountains,Outer regional,All persons,19649
2015-16,NSW,SA3,10103,Snowy Mountains,Outer regional,Females,9460
2015-16,NSW,SA3,10103,Snowy Mountains,Outer regional,Males,10189
2015-16,NSW,SA3,10104,South Coast,Outer regional,0-14,11274
2015-16,NSW,SA3,10104,South Coast,Outer regional,0-24,17852
2015-16,NSW,SA3,10104,South Coast,Outer regional,0-64,52535
2015-16,NSW,SA3,10104,South Coast,Outer regional,15-24,6578
2015-16,NSW,SA3,10104,South Coast,Outer regional,25-44,12472
2015-16,NSW,SA3,10104,South Coast,Outer regional,45-64,22211
2015-16,NSW,SA3,10104,South Coast,Outer regional,65+,19076
2015-16,NSW,SA3,10104,South Coast,Outer regional,All persons,71611
2015-16,NSW,SA3,10104,South Coast,Outer regional,Females,36335
2015-16,NSW,SA3,10104,South Coast,Outer regional,Males,35276
2015-16,NSW,SA3,10105,Goulburn - Mulwaree,Inner regional,0-14,6590
2015-16,NSW,SA3,10105,Goulburn - Mulwaree,Inner regional,0-24,10825
2015-16,NSW,SA3,10105,Goulburn - Mulwaree,Inner regional,0-64,28955
2015-16,NSW,SA3,10105,Goulburn - Mulwaree,Inner regional,15-24,4235
2015-16,NSW,SA3,10105,Goulburn - Mulwaree,Inner regional,25-44,8426
2015-16,NSW,SA3,10105,Goulburn - Mulwaree,Inner regional,45-64,9704
2015-16,NSW,SA3,10105,Goulburn - Mulwaree,Inner regional,65+,6898
2015-16,NSW,SA3,10105,Goulburn - Mulwaree,Inner regional,All persons,35853
2015-16,NSW,SA3,10105,Goulburn - Mulwaree,Inner regional,Females,17614
2015-16,NSW,SA3,10105,Goulburn - Mulwaree,Inner regional,Males,18239
2015-16,NSW,SA3,10106,Young - Yass,Inner regional,0-14,7614
2015-16,NSW,SA3,10106,Young - Yass,Inner regional,0-24,11676
2015-16,NSW,SA3,10106,Young - Yass,Inner regional,0-64,29690
2015-16,NSW,SA3,10106,Young - Yass,Inner regional,15-24,4062
2015-16,NSW,SA3,10106,Young - Yass,Inner regional,25-44,8042
2015-16,NSW,SA3,10106,Young - Yass,Inner regional,45-64,9972
2015-16,NSW,SA3,10106,Young - Yass,Inner regional,65+,6748
2015-16,NSW,SA3,10106,Young - Yass,Inner regional,All persons,36438
